fdc_id,food_name,data_type,food_category,calories,carbs_g,calcium_mg,fat_g,protein_g,saturated_fat_g,fiber_g,iron_mg,sodium_mg,sugar_g,cholesterol_mg,health_score,food_type,food_display_name,preparation_method,food_label,food_group_clean
171602,"Soup, cream of chicken, canned, condensed, reduced sodium",SR Legacy,"Soups, Sauces, and Gravies",58.0,9.5,11.0,1.3,1.8,0.5,0.4,0.2,357.0,0.39,6.0,50,Meat & Poultry,"Soup, cream of chicken, condensed, reduced sodium",canned,"Soup, cream of chicken, condensed, reduced sodium (canned)",Meat & Poultry
171573,"Soup, chicken mushroom, canned, prepared with equal volume water",SR Legacy,"Soups, Sauces, and Gravies",226.0,3.8,12.0,3.75,1.8,0.98,0.1,0.36,327.0,0.0,4.0,50,Meat & Poultry,"Soup, chicken mushroom","canned, prepared with equal volume water","Soup, chicken mushroom (canned, prepared with equal volume water)",Meat & Poultry
167791,Horned melon (Kiwano),SR Legacy,Fruits and Fruit Juices,44.0,7.56,13.0,1.26,1.78,0.0,1.0,1.13,2.0,10.4,0.0,50,Fruits,Horned melon (Kiwano),unspecified,Horned melon (Kiwano),Fruits
172919,"Soup, tomato beef with noodle, canned, prepared with equal volume water",SR Legacy,"Soups, Sauces, and Gravies",234.0,8.44,9.0,1.71,1.78,0.635,0.6,0.45,367.0,0.73,2.0,50,Meat & Poultry,"Soup, tomato beef with noodle","canned, prepared with equal volume water","Soup, tomato beef with noodle (canned, prepared with equal volume water)",Meat & Poultry
168473,"Squash, winter, butternut, frozen, unprepared",SR Legacy,Vegetables and Vegetable Products,237.0,14.4,29.0,0.1,1.76,0.021,1.3,0.88,2.0,2.83,0.0,50,Vegetables,"Squash, winter, butternut","frozen, unprepared","Squash, winter, butternut (frozen, unprepared)",Vegetables
167604,"Potatoes, hash brown, refrigerated, unprepared",SR Legacy,Vegetables and Vegetable Products,353.0,19.2,6.0,0.08,1.75,0.114,1.8,0.48,42.0,0.91,0.0,50,Vegetables,"Potatoes, hash brown, refrigerated",unprepared,"Potatoes, hash brown, refrigerated (unprepared)",Vegetables
171264,"Milk substitutes, fluid, with lauric acid oil",SR Legacy,Dairy and Egg Products,61.0,6.16,33.0,3.41,1.75,3.04,0.0,0.39,78.0,4.3,0.0,50,Dairy,"Milk substitutes, fluid, with lauric acid oil",unspecified,"Milk substitutes, fluid, with lauric acid oil",Dairy
169363,"Corn, sweet, white, canned, cream style, no salt added",SR Legacy,Vegetables and Vegetable Products,301.0,18.1,3.0,0.42,1.74,0.065,1.2,0.38,3.0,2.21,0.0,50,Vegetables,"Corn, sweet, white, cream style, no salt added",canned,"Corn, sweet, white, cream style, no salt added (canned)",Vegetables
169346,"Corn, sweet, yellow, canned, cream style, no salt added",SR Legacy,Vegetables and Vegetable Products,301.0,18.1,3.0,0.42,1.74,0.065,1.2,0.38,3.0,3.23,0.0,50,Vegetables,"Corn, sweet, yellow, cream style, no salt added",canned,"Corn, sweet, yellow, cream style, no salt added (canned)",Vegetables
169215,"Corn, sweet, yellow, canned, cream style, regular pack",SR Legacy,Vegetables and Vegetable Products,72.0,18.1,3.0,0.42,1.74,0.065,1.2,0.38,261.0,3.23,0.0,50,Vegetables,"Corn, sweet, yellow, cream style, regular pack",canned,"Corn, sweet, yellow, cream style, regular pack (canned)",Vegetables
169362,"Corn, sweet, white, canned, cream style, regular pack",SR Legacy,Vegetables and Vegetable Products,74.0,18.6,4.0,0.42,1.74,0.065,1.2,0.31,261.0,6.09,0.0,50,Vegetables,"Corn, sweet, white, cream style, regular pack",canned,"Corn, sweet, white, cream style, regular pack (canned)",Vegetables
168552,"Mountain yam, hawaii, cooked, steamed, with salt",SR Legacy,Vegetables and Vegetable Products,82.0,20.0,8.0,0.08,1.73,0.018,2.1,0.43,248.0,1.6,0.0,50,Vegetables,"Mountain yam, hawaii","cooked, steamed, with salt","Mountain yam, hawaii (cooked, steamed, with salt)",Vegetables
168433,"Mountain yam, hawaii, cooked, steamed, without salt",SR Legacy,Vegetables and Vegetable Products,82.0,20.0,8.0,0.08,1.73,0.018,2.1,0.43,12.0,1.6,0.0,50,Vegetables,"Mountain yam, hawaii","cooked, steamed, without salt","Mountain yam, hawaii (cooked, steamed, without salt)",Vegetables
169212,"Bamboo shoots, canned, drained solids",SR Legacy,Vegetables and Vegetable Products,79.0,3.22,8.0,0.4,1.72,0.092,1.4,0.32,7.0,1.89,0.0,50,Vegetables,Bamboo shoots,"canned, drained solids","Bamboo shoots (canned, drained solids)",Vegetables
173502,"Babyfood, dinner, vegetables and turkey, junior",SR Legacy,Baby Foods,53.0,7.55,16.0,1.74,1.72,0.485,0.9,0.36,45.0,1.36,4.0,50,Vegetables,"Babyfood, dinner, vegetables and turkey, junior",unspecified,"Babyfood, dinner, vegetables and turkey, junior",Vegetables
170520,"Potatoes, boiled, cooked without skin, flesh, with salt",SR Legacy,Vegetables and Vegetable Products,86.0,20.0,8.0,0.1,1.71,0.026,2.0,0.31,241.0,0.89,0.0,50,Vegetables,"Potatoes, flesh","boiled, cooked without skin, with salt","Potatoes, flesh (boiled, cooked without skin, with salt)",Vegetables
170542,"Sweet potato, frozen, cooked, baked, with salt",SR Legacy,Vegetables and Vegetable Products,419.0,23.4,35.0,0.12,1.71,0.026,1.8,0.54,244.0,1.6,0.0,50,Vegetables,Sweet potato,"frozen, cooked, baked, with salt","Sweet potato (frozen, cooked, baked, with salt)",Vegetables
169307,"Sweet potato, frozen, cooked, baked, without salt",SR Legacy,Vegetables and Vegetable Products,100.0,23.4,35.0,0.12,1.71,0.025,1.8,0.54,8.0,9.17,0.0,50,Vegetables,Sweet potato,"frozen, cooked, baked, without salt","Sweet potato (frozen, cooked, baked, without salt)",Vegetables
170440,"Potatoes, boiled, cooked without skin, flesh, without salt",SR Legacy,Vegetables and Vegetable Products,86.0,20.0,8.0,0.1,1.71,0.026,1.8,0.31,5.0,0.89,0.0,50,Vegetables,"Potatoes, flesh","boiled, cooked without skin, without salt","Potatoes, flesh (boiled, cooked without skin, without salt)",Vegetables
172266,"Babyfood, dinner, pasta with vegetables",SR Legacy,Baby Foods,60.0,8.4,14.0,2.1,1.7,1.23,1.5,0.5,11.0,1.2,5.0,50,Vegetables,"Babyfood, dinner, pasta with vegetables",unspecified,"Babyfood, dinner, pasta with vegetables",Vegetables
172265,"Babyfood, dinner, vegetables, noodles and chicken, junior",SR Legacy,Baby Foods,64.0,9.1,26.0,2.2,1.7,0.114,1.1,0.49,26.0,1.6,0.0,50,Vegetables,"Babyfood, dinner, vegetables, noodles and chicken, junior",unspecified,"Babyfood, dinner, vegetables, noodles and chicken, junior",Vegetables
170028,"Potatoes, white, flesh and skin, raw",SR Legacy,Vegetables and Vegetable Products,288.0,15.7,9.0,0.1,1.68,0.026,2.4,0.52,16.0,1.15,0.0,50,Vegetables,"Potatoes, white, flesh and skin",raw,"Potatoes, white, flesh and skin (raw)",Vegetables
169146,"Beets, cooked, boiled, drained",SR Legacy,Vegetables and Vegetable Products,44.0,9.96,16.0,0.18,1.68,0.028,2.0,0.79,77.0,7.96,0.0,50,Vegetables,Beets,"cooked, boiled, drained","Beets (cooked, boiled, drained)",Vegetables
168506,"Beets, cooked, boiled. drained, with salt",SR Legacy,Vegetables and Vegetable Products,44.0,9.96,16.0,0.18,1.68,0.028,2.0,0.79,285.0,7.96,0.0,50,Vegetables,Beets,"cooked, boiled. drained, with salt","Beets (cooked, boiled. drained, with salt)",Vegetables
168457,"Seaweed, kelp, raw",SR Legacy,Vegetables and Vegetable Products,43.0,9.57,168.0,0.56,1.68,0.247,1.3,2.85,233.0,0.6,0.0,50,Vegetables,"Seaweed, kelp",raw,"Seaweed, kelp (raw)",Vegetables
173769,"Soymilk (All flavors), lowfat, with added calcium, vitamins A and D",SR Legacy,Legumes and Legume Products,180.0,7.2,82.0,0.62,1.65,0.0,0.8,0.44,37.0,3.5,0.0,50,Dairy,"Soymilk (All flavors), lowfat, vitamins A and D",with added calcium,"Soymilk (All flavors), lowfat, vitamins A and D (with added calcium)",Dairy
170501,"Tomatoes, crushed, canned",SR Legacy,Vegetables and Vegetable Products,32.0,7.29,34.0,0.28,1.64,0.04,1.9,1.3,186.0,4.4,0.0,50,Vegetables,"Tomatoes, crushed",canned,"Tomatoes, crushed (canned)",Vegetables
169263,"Okra, frozen, cooked, boiled, drained, without salt",SR Legacy,Vegetables and Vegetable Products,121.0,6.41,74.0,0.24,1.63,0.063,2.1,0.52,3.0,2.87,0.0,50,Vegetables,Okra,"frozen, cooked, boiled, drained, without salt","Okra (frozen, cooked, boiled, drained, without salt)",Vegetables
174522,"Soup, chicken mushroom, canned, condensed",SR Legacy,"Soups, Sauces, and Gravies",100.0,12.0,23.0,4.84,1.61,1.25,3.2,0.7,669.0,0.79,8.0,50,Meat & Poultry,"Soup, chicken mushroom, condensed",canned,"Soup, chicken mushroom, condensed (canned)",Meat & Poultry
173496,"Babyfood, dinner, chicken soup, strained",SR Legacy,Baby Foods,50.0,7.2,37.0,1.7,1.6,0.278,1.1,0.27,16.0,1.72,4.0,50,Meat & Poultry,"Babyfood, dinner, chicken soup, strained",unspecified,"Babyfood, dinner, chicken soup, strained",Meat & Poultry
169054,"Babyfood, dinner, chicken and rice",SR Legacy,Baby Foods,51.0,9.2,18.0,0.9,1.6,0.211,1.1,0.2,25.0,0.55,10.0,50,Meat & Poultry,"Babyfood, dinner, chicken and rice",unspecified,"Babyfood, dinner, chicken and rice",Meat & Poultry
175214,"Vitasoy USA, Vitasoy Light Vanilla Soymilk",SR Legacy,Legumes and Legume Products,126.0,4.1,123.0,0.82,1.6,0.18,0.1,0.3,49.0,2.9,0.0,50,Dairy,"Vitasoy USA, Vitasoy Light Vanilla Soymilk",unspecified,"Vitasoy USA, Vitasoy Light Vanilla Soymilk",Dairy
167730,"Milk, imitation, non-soy",SR Legacy,Dairy and Egg Products,46.0,5.3,82.0,2.0,1.6,0.254,0.0,0.1,55.0,5.3,0.0,50,Dairy,"Milk, imitation, non-soy",unspecified,"Milk, imitation, non-soy",Dairy
168482,"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)",SR Legacy,Vegetables and Vegetable Products,86.0,20.1,30.0,0.05,1.57,0.018,3.0,0.61,55.0,4.18,0.0,50,Vegetables,Sweet potato,"raw, unprepared (Includes foods for USDA's Food Distribution Program)","Sweet potato (raw, unprepared (Includes foods for USDA's Food Distribution Program))",Vegetables
170097,"Mushrooms, shiitake, cooked, with salt",SR Legacy,Vegetables and Vegetable Products,56.0,14.4,3.0,0.22,1.56,0.05,2.1,0.44,240.0,3.84,0.0,50,Vegetables,"Mushrooms, shiitake","cooked, with salt","Mushrooms, shiitake (cooked, with salt)",Vegetables
168437,"Mushrooms, shiitake, cooked, without salt",SR Legacy,Vegetables and Vegetable Products,234.0,14.4,3.0,0.22,1.56,0.05,2.1,0.44,4.0,3.84,0.0,50,Vegetables,"Mushrooms, shiitake","cooked, without salt","Mushrooms, shiitake (cooked, without salt)",Vegetables
170548,"Turnips, frozen, cooked, boiled, drained, with salt",SR Legacy,Vegetables and Vegetable Products,86.0,3.73,32.0,0.24,1.53,0.025,2.0,0.98,272.0,1.73,0.0,50,Vegetables,Turnips,"frozen, cooked, boiled, drained, with salt","Turnips (frozen, cooked, boiled, drained, with salt)",Vegetables
168497,"Bamboo shoots, cooked, boiled, drained, with salt",SR Legacy,Vegetables and Vegetable Products,46.0,1.52,12.0,0.22,1.53,0.051,1.0,0.24,240.0,1.6,0.0,50,Vegetables,Bamboo shoots,"cooked, boiled, drained, with salt","Bamboo shoots (cooked, boiled, drained, with salt)",Vegetables
168456,"Seaweed, irishmoss, raw",SR Legacy,Vegetables and Vegetable Products,205.0,12.3,72.0,0.16,1.51,0.033,1.3,8.9,67.0,0.61,0.0,50,Vegetables,"Seaweed, irishmoss",raw,"Seaweed, irishmoss (raw)",Vegetables
170400,"Celeriac, raw",SR Legacy,Vegetables and Vegetable Products,42.0,9.2,43.0,0.3,1.5,0.079,1.8,0.7,100.0,1.6,0.0,50,Vegetables,Celeriac,raw,Celeriac (raw),Vegetables
169326,"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt",SR Legacy,Vegetables and Vegetable Products,117.0,6.45,49.0,0.17,1.49,0.044,3.0,0.88,9.0,1.88,0.0,50,Vegetables,"Beans, snap, yellow","frozen, cooked, boiled, drained, without salt","Beans, snap, yellow (frozen, cooked, boiled, drained, without salt)",Vegetables
170538,"Squash, winter, hubbard, cooked, boiled, mashed, with salt",SR Legacy,Vegetables and Vegetable Products,30.0,6.46,10.0,0.37,1.48,0.076,2.9,0.28,241.0,2.93,0.0,50,Vegetables,"Squash, winter, hubbard, mashed","cooked, boiled, with salt","Squash, winter, hubbard, mashed (cooked, boiled, with salt)",Vegetables
169297,"Squash, winter, hubbard, cooked, boiled, mashed, without salt",SR Legacy,Vegetables and Vegetable Products,30.0,6.46,10.0,0.37,1.48,0.076,2.9,0.28,5.0,2.93,0.0,50,Vegetables,"Squash, winter, hubbard, mashed","cooked, boiled, without salt","Squash, winter, hubbard, mashed (cooked, boiled, without salt)",Vegetables
169701,"Hominy, canned, white",SR Legacy,Cereal Grains and Pasta,72.0,14.3,10.0,0.88,1.48,0.123,2.5,0.62,267.0,1.51,0.0,50,Grains,"Hominy, white",canned,"Hominy, white (canned)",Grains
169752,"Hominy, canned, yellow",SR Legacy,Cereal Grains and Pasta,72.0,14.3,10.0,0.88,1.48,0.123,2.5,0.62,345.0,3.2,0.0,50,Grains,"Hominy, yellow",canned,"Hominy, yellow (canned)",Grains
174119,"Beverages, coffee, ready to drink, iced, mocha, milk based",SR Legacy,Beverages,253.0,11.4,52.0,0.98,1.48,0.0,0.0,0.09,31.0,9.23,0.0,50,Dairy,"Beverages, coffee, ready to drink, iced, mocha, milk based",unspecified,"Beverages, coffee, ready to drink, iced, mocha, milk based",Dairy
2727584,"Leeks, bulb and greens, root removed, raw",Foundation,Vegetables and Vegetable Products,138.0,5.095,51.4,0.73,1.47,0.114,3.0,0.761,17.7,3.15,0.0,50,Vegetables,"Leeks, bulb and greens, root removed",raw,"Leeks, bulb and greens, root removed (raw)",Vegetables
169401,"Yautia (tannier), raw",SR Legacy,Vegetables and Vegetable Products,98.0,23.6,9.0,0.4,1.46,0.082,1.5,0.98,21.0,1.6,0.0,50,Vegetables,Yautia (tannier),raw,Yautia (tannier) (raw),Vegetables
170085,"Tomato products, canned, sauce, spanish style",SR Legacy,Vegetables and Vegetable Products,33.0,7.24,17.0,0.27,1.44,0.038,1.4,3.48,472.0,1.6,0.0,50,Vegetables,"Tomato products, sauce, spanish style",canned,"Tomato products, sauce, spanish style (canned)",Vegetables
174666,"Figs, dried, stewed",SR Legacy,Fruits and Fruit Juices,107.0,27.6,70.0,0.4,1.42,0.062,4.2,0.88,4.0,23.4,0.0,50,Fruits,Figs,"dried, stewed","Figs (dried, stewed)",Fruits
170444,"Potatoes, canned, drained solids",SR Legacy,Vegetables and Vegetable Products,60.0,13.6,5.0,0.21,1.41,0.054,2.3,1.26,219.0,1.6,0.0,50,Vegetables,Potatoes,"canned, drained solids","Potatoes (canned, drained solids)",Vegetables
332282,"Sauce, pasta, spaghetti/marinara, ready-to-serve",Foundation,"Soups, Sauces, and Gravies",186.0,7.31,27.0,1.48,1.41,0.17,1.8,0.78,419.0,5.5,0.0,50,Grains,"Sauce, pasta, spaghetti/marinara, ready-to-serve",unspecified,"Sauce, pasta, spaghetti/marinara, ready-to-serve",Grains
171597,"Sauce, pasta, spaghetti/marinara, ready-to-serve, low sodium",SR Legacy,"Soups, Sauces, and Gravies",51.0,8.06,27.0,1.48,1.41,0.17,1.8,0.78,30.0,5.5,2.0,50,Grains,"Sauce, pasta, spaghetti/marinara, ready-to-serve, low sodium",unspecified,"Sauce, pasta, spaghetti/marinara, ready-to-serve, low sodium",Grains
174553,"Soup, cream of chicken, canned, prepared with equal volume water",SR Legacy,"Soups, Sauces, and Gravies",201.0,3.8,14.0,3.02,1.41,0.85,0.1,0.25,347.0,0.0,4.0,50,Meat & Poultry,"Soup, cream of chicken","canned, prepared with equal volume water","Soup, cream of chicken (canned, prepared with equal volume water)",Meat & Poultry
170066,"Waterchestnuts, chinese, (matai), raw",SR Legacy,Vegetables and Vegetable Products,406.0,23.9,11.0,0.1,1.4,0.026,3.0,0.06,14.0,4.8,0.0,50,Vegetables,"Waterchestnuts, chinese, (matai)",raw,"Waterchestnuts, chinese, (matai) (raw)",Vegetables
169084,"Potatoes, canned, drained solids, no salt added",SR Legacy,Vegetables and Vegetable Products,250.0,13.6,5.0,0.2,1.4,0.051,2.4,1.26,5.0,0.59,0.0,50,Vegetables,"Potatoes, no salt added","canned, drained solids","Potatoes, no salt added (canned, drained solids)",Vegetables
172280,"Babyfood, vegetables, corn, creamed, strained",SR Legacy,Baby Foods,57.0,14.1,20.0,0.4,1.4,0.076,2.1,0.28,43.0,1.23,1.0,50,Vegetables,"Babyfood, vegetables, corn, creamed, strained",unspecified,"Babyfood, vegetables, corn, creamed, strained",Vegetables
171334,"Babyfood, vegetables, corn, creamed, junior",SR Legacy,Baby Foods,65.0,16.2,4.0,0.4,1.4,0.074,2.1,0.27,52.0,1.48,1.0,50,Vegetables,"Babyfood, vegetables, corn, creamed, junior",unspecified,"Babyfood, vegetables, corn, creamed, junior",Vegetables
171697,"Apricots, raw",SR Legacy,Fruits and Fruit Juices,201.0,11.1,13.0,0.39,1.4,0.027,2.0,0.39,1.0,9.24,0.0,50,Fruits,Apricots,raw,Apricots (raw),Fruits
169993,"Chicory roots, raw",SR Legacy,Vegetables and Vegetable Products,303.0,17.5,41.0,0.2,1.4,0.048,1.5,0.8,50.0,8.73,0.0,50,Vegetables,Chicory roots,raw,Chicory roots (raw),Vegetables
172283,"Babyfood, vegetables, mix vegetables junior",SR Legacy,Baby Foods,36.0,8.2,11.0,0.4,1.4,0.079,1.5,0.41,36.0,1.78,0.0,50,Vegetables,"Babyfood, vegetables, mix vegetables junior",unspecified,"Babyfood, vegetables, mix vegetables junior",Vegetables
2727586,"Shallots, bulb, peeled, root removed, raw",Foundation,Vegetables and Vegetable Products,138.0,5.095,26.1,0.73,1.38,0.114,2.2,0.332,3.64,4.35,0.0,50,Vegetables,"Shallots, bulb, peeled, root removed",raw,"Shallots, bulb, peeled, root removed (raw)",Vegetables
168016,"Sweet Potato puffs, frozen, unprepared",SR Legacy,Vegetables and Vegetable Products,161.0,30.7,57.0,3.58,1.36,0.31,1.9,0.4,250.0,7.65,0.0,50,Vegetables,Sweet Potato puffs,"frozen, unprepared","Sweet Potato puffs (frozen, unprepared)",Vegetables
170100,"Onions, cooked, boiled, drained, with salt",SR Legacy,Vegetables and Vegetable Products,176.0,9.56,22.0,0.19,1.36,0.031,1.4,0.24,239.0,4.73,0.0,50,Vegetables,Onions,"cooked, boiled, drained, with salt","Onions (cooked, boiled, drained, with salt)",Vegetables
170001,"Onions, cooked, boiled, drained, without salt",SR Legacy,Vegetables and Vegetable Products,184.0,10.2,22.0,0.19,1.36,0.031,1.4,0.24,3.0,4.73,0.0,50,Vegetables,Onions,"cooked, boiled, drained, without salt","Onions (cooked, boiled, drained, without salt)",Vegetables
169249,"Lettuce, green leaf, raw",SR Legacy,Vegetables and Vegetable Products,62.0,2.87,36.0,0.15,1.36,0.02,1.3,0.86,28.0,0.78,0.0,50,Vegetables,"Lettuce, green leaf",raw,"Lettuce, green leaf (raw)",Vegetables
172888,"Soup, chicken broth, less/reduced sodium, ready to serve",SR Legacy,"Soups, Sauces, and Gravies",30.0,0.38,8.0,0.0,1.36,0.0,0.0,0.26,231.0,0.22,0.0,50,Meat & Poultry,"Soup, chicken broth, less/reduced sodium, ready to serve",unspecified,"Soup, chicken broth, less/reduced sodium, ready to serve",Meat & Poultry
169388,"Nopales, cooked, without salt",SR Legacy,Vegetables and Vegetable Products,65.0,3.28,164.0,0.05,1.35,0.006,2.0,0.5,20.0,1.12,0.0,50,Vegetables,Nopales,"cooked, without salt","Nopales (cooked, without salt)",Vegetables
2685579,"Tomato, sauce, canned, with salt added",Foundation,Vegetables and Vegetable Products,34.2,6.33,17.1,0.382,1.35,0.114,1.64,1.11,417.0,3.52,0.0,50,Vegetables,"Tomato, sauce","canned, with salt added","Tomato, sauce (canned, with salt added)",Vegetables
168429,"Lettuce, butterhead (includes boston and bibb types), raw",SR Legacy,Vegetables and Vegetable Products,55.0,2.23,35.0,0.22,1.35,0.029,1.1,1.24,5.0,0.94,0.0,50,Vegetables,"Lettuce, butterhead (includes boston and bibb types)",raw,"Lettuce, butterhead (includes boston and bibb types) (raw)",Vegetables
168432,"Mountain yam, hawaii, raw",SR Legacy,Vegetables and Vegetable Products,67.0,16.3,26.0,0.1,1.34,0.022,2.5,0.44,13.0,0.31,0.0,50,Vegetables,"Mountain yam, hawaii",raw,"Mountain yam, hawaii (raw)",Vegetables
168084,"Restaurant, Chinese, vegetable chow mein, without meat or noodles",SR Legacy,Restaurant Foods,43.0,5.74,25.0,1.68,1.34,0.293,1.2,0.42,344.0,2.63,0.0,50,Vegetables,"Restaurant, Chinese, vegetable chow mein, without meat or noodles",unspecified,"Restaurant, Chinese, vegetable chow mein, without meat or noodles",Vegetables
173505,"Babyfood, vegetables, beets, strained",SR Legacy,Baby Foods,34.0,7.7,14.0,0.1,1.3,0.016,1.9,0.32,83.0,6.09,0.0,50,Vegetables,"Babyfood, vegetables, beets, strained",unspecified,"Babyfood, vegetables, beets, strained",Vegetables
174558,"Soup, mushroom with beef stock, canned, prepared with equal volume water",SR Legacy,"Soups, Sauces, and Gravies",146.0,3.81,4.0,1.65,1.29,0.64,0.3,0.34,397.0,0.0,3.0,50,Meat & Poultry,"Soup, mushroom with beef stock","canned, prepared with equal volume water","Soup, mushroom with beef stock (canned, prepared with equal volume water)",Meat & Poultry
170532,"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, with salt",SR Legacy,Vegetables and Vegetable Products,105.0,5.54,20.0,0.2,1.28,0.04,1.4,0.52,242.0,2.33,0.0,50,Vegetables,"Squash, summer, crookneck and straightneck","frozen, cooked, boiled, drained, with salt","Squash, summer, crookneck and straightneck (frozen, cooked, boiled, drained, with salt)",Vegetables
174563,"Soup, turkey vegetable, canned, prepared with equal volume water",SR Legacy,"Soups, Sauces, and Gravies",126.0,3.58,7.0,1.26,1.28,0.37,0.2,0.32,376.0,1.6,1.0,50,Vegetables,"Soup, turkey vegetable","canned, prepared with equal volume water","Soup, turkey vegetable (canned, prepared with equal volume water)",Vegetables
171593,"Soup, chicken noodle, low sodium, canned, prepared with equal volume water",SR Legacy,"Soups, Sauces, and Gravies",106.0,2.95,6.0,0.95,1.27,0.262,0.2,0.66,173.0,0.27,5.0,50,Meat & Poultry,"Soup, chicken noodle, low sodium","canned, prepared with equal volume water","Soup, chicken noodle, low sodium (canned, prepared with equal volume water)",Meat & Poultry
169247,"Lettuce, cos or romaine, raw",SR Legacy,Vegetables and Vegetable Products,72.0,3.29,33.0,0.3,1.23,0.039,2.1,0.97,8.0,1.19,0.0,50,Vegetables,"Lettuce, cos or romaine",raw,"Lettuce, cos or romaine (raw)",Vegetables
170536,"Squash, winter, butternut, frozen, cooked, boiled, with salt",SR Legacy,Vegetables and Vegetable Products,39.0,10.0,19.0,0.07,1.23,0.014,2.1,0.58,238.0,1.6,0.0,50,Vegetables,"Squash, winter, butternut","frozen, cooked, boiled, with salt","Squash, winter, butternut (frozen, cooked, boiled, with salt)",Vegetables
168474,"Squash, winter, butternut, frozen, cooked, boiled, without salt",SR Legacy,Vegetables and Vegetable Products,39.0,10.0,19.0,0.07,1.23,0.014,2.1,0.58,2.0,1.6,0.0,50,Vegetables,"Squash, winter, butternut","frozen, cooked, boiled, without salt","Squash, winter, butternut (frozen, cooked, boiled, without salt)",Vegetables
172921,"Soup, vegetable with beef broth, canned, prepared with equal volume water",SR Legacy,"Soups, Sauces, and Gravies",138.0,5.35,9.0,0.78,1.21,0.18,0.7,0.4,253.0,0.82,1.0,50,Vegetables,"Soup, vegetable with beef broth","canned, prepared with equal volume water","Soup, vegetable with beef broth (canned, prepared with equal volume water)",Vegetables
172271,"Babyfood, vegetables, green beans, strained",SR Legacy,Baby Foods,112.0,6.29,39.0,0.17,1.2,0.039,2.2,0.67,7.0,1.88,0.0,50,Vegetables,"Babyfood, vegetables, green beans, strained",unspecified,"Babyfood, vegetables, green beans, strained",Vegetables
173514,"Babyfood, dinner, mixed vegetable, strained",SR Legacy,Baby Foods,41.0,9.5,22.0,0.1,1.2,0.114,2.1,0.33,38.0,1.6,0.0,50,Vegetables,"Babyfood, dinner, mixed vegetable, strained",unspecified,"Babyfood, dinner, mixed vegetable, strained",Vegetables
170054,"Tomato products, canned, sauce",SR Legacy,Vegetables and Vegetable Products,102.0,5.31,14.0,0.3,1.2,0.041,1.5,0.96,474.0,3.56,0.0,50,Vegetables,"Tomato products, sauce",canned,"Tomato products, sauce (canned)",Vegetables
169074,"Tomato sauce, canned, no salt added",SR Legacy,Vegetables and Vegetable Products,102.0,5.31,14.0,0.3,1.2,0.041,1.5,0.96,11.0,3.56,0.0,50,Vegetables,"Tomato sauce, no salt added",canned,"Tomato sauce, no salt added (canned)",Vegetables
170443,"Potatoes, canned, solids and liquids",SR Legacy,Vegetables and Vegetable Products,44.0,9.89,39.0,0.11,1.2,0.029,1.4,0.72,217.0,1.6,0.0,50,Vegetables,"Potatoes, solids and liquids",canned,"Potatoes, solids and liquids (canned)",Vegetables
172267,"Babyfood, dinner, vegetables and noodles and turkey, strained",SR Legacy,Baby Foods,44.0,6.8,32.0,1.2,1.2,0.114,1.1,0.19,21.0,1.6,0.0,50,Vegetables,"Babyfood, dinner, vegetables and noodles and turkey, strained",unspecified,"Babyfood, dinner, vegetables and noodles and turkey, strained",Vegetables
174071,"Soup, chunky vegetable, reduced sodium, canned, ready-to-serve",SR Legacy,"Soups, Sauces, and Gravies",50.0,10.3,25.0,0.51,1.16,0.217,1.1,0.4,138.0,2.78,1.0,50,Vegetables,"Soup, chunky vegetable, reduced sodium, ready-to-serve",canned,"Soup, chunky vegetable, reduced sodium, ready-to-serve (canned)",Vegetables
172909,"Soup, chicken noodle, canned, prepared with equal volume water",SR Legacy,"Soups, Sauces, and Gravies",99.0,2.97,5.0,0.76,1.16,0.191,0.5,0.33,335.0,0.0,4.0,50,Meat & Poultry,"Soup, chicken noodle","canned, prepared with equal volume water","Soup, chicken noodle (canned, prepared with equal volume water)",Meat & Poultry
172892,"Soup, chicken vegetable with potato and cheese, chunky, ready-to-serve",SR Legacy,"Soups, Sauces, and Gravies",65.0,5.2,15.0,4.46,1.16,1.64,0.3,0.16,416.0,0.64,7.0,50,Vegetables,"Soup, chicken vegetable with potato and cheese, chunky, ready-to-serve",unspecified,"Soup, chicken vegetable with potato and cheese, chunky, ready-to-serve",Vegetables
168413,"Escarole, cooked, boiled, drained, no salt added",SR Legacy,Vegetables and Vegetable Products,64.0,3.07,46.0,0.18,1.15,0.042,2.8,0.72,19.0,0.23,0.0,50,Vegetables,"Escarole, no salt added","cooked, boiled, drained","Escarole, no salt added (cooked, boiled, drained)",Vegetables
169375,"Beans, snap, yellow, canned, no salt added, drained solids",SR Legacy,Vegetables and Vegetable Products,84.0,4.5,26.0,0.1,1.15,0.022,1.3,0.9,2.0,0.78,0.0,50,Vegetables,"Beans, snap, yellow, no salt added","canned, drained solids","Beans, snap, yellow, no salt added (canned, drained solids)",Vegetables
169374,"Beans, snap, yellow, canned, regular pack, drained solids",SR Legacy,Vegetables and Vegetable Products,84.0,4.5,26.0,0.1,1.15,0.022,1.3,0.9,251.0,0.78,0.0,50,Vegetables,"Beans, snap, yellow, regular pack","canned, drained solids","Beans, snap, yellow, regular pack (canned, drained solids)",Vegetables
